mitsubishi,gas,turbo,two,front,93,157.3,63.8,50.8,2145,98,3.03,3.39,7.6,102,5500,24,30,6987,7689,,10.05
mitsubishi,gas,turbo,two,front,96.3,173,65.4,49.4,2370,110,3.17,3.46,7.5,116,5500,23,30,9047,9959,,10.08
mitsubishi,gas,std,two,front,96.3,173,65.4,49.4,2328,122,3.35,3.46,8.5,88,5000,25,32,6685,8499,,27.14
mitsubishi,gas,std,four,front,96.3,172.4,65.4,51.6,2365,122,3.35,3.46,8.5,88,5000,25,32,7104,6989,,1.62
mitsubishi,gas,std,four,front,96.3,172.4,65.4,51.6,2405,122,3.35,3.46,8.5,88,5000,25,32,6904,8189,,18.61
mitsubishi,gas,turbo,four,front,96.3,172.4,65.4,51.6,2403,110,3.17,3.46,7.5,116,5500,23,30,7995,9279,,16.06
mitsubishi,gas,std,four,front,96.3,172.4,65.4,51.6,2403,110,3.17,3.46,7.5,116,5500,23,30,7995,9279,,16.06
nissan,gas,std,two,front,94.5,165.3,63.8,54.5,1889,97,3.15,3.29,9.4,69,5200,31,37,8573,5499,,35.86
nissan,diesel,std,two,front,94.5,165.3,63.8,54.5,2017,103,2.99,3.47,21.9,55,4800,45,50,5499,7099,,29.10
nissan,gas,std,two,front,94.5,165.3,63.8,54.5,1918,97,3.15,3.29,9.4,69,5200,31,37,8382,6649,,20.68
nissan,gas,std,four,front,94.5,165.3,63.8,54.5,1938,97,3.15,3.29,9.4,69,5200,31,37,8348,6849,,17.96
nissan,gas,std,four,front,94.5,170.2,63.8,53.5,2024,97,3.15,3.29,9.4,69,5200,31,37,8307,7349,,11.53
nissan,gas,std,two,front,94.5,165.3,63.8,54.5,1951,97,3.15,3.29,9.4,69,5200,31,37,8273,7299,,11.77
nissan,gas,std,two,front,94.5,165.6,63.8,53.3,2028,97,3.15,3.29,9.4,69,5200,31,37,8232,7799,,5.26
nissan,gas,std,four,front,94.5,165.3,63.8,54.5,1971,97,3.15,3.29,9.4,69,5200,31,37,8240,7499,,8.99
nissan,gas,std,four,front,94.5,170.2,63.8,53.5,2037,97,3.15,3.29,9.4,69,5200,31,37,8307,7999,,3.71
nissan,gas,std,two,front,95.1,162.4,63.8,53.3,2008,97,3.15,3.29,9.4,69,5200,31,37,8115,8249,,1.65
nissan,gas,std,four,front,97.2,173.4,65.2,54.7,2324,120,3.33,3.47,8.5,97,5200,27,34,9290,8949,,3.67
nissan,gas,std,four,front,97.2,173.4,65.2,54.7,2302,120,3.33,3.47,8.5,97,5200,27,34,9190,9549,,3.91
nissan,gas,std,four,front,100.4,181.7,66.5,55.1,3095,181,3.43,3.27,9,152,5200,17,22,16639,13499,,18.87
nissan,gas,std,four,front,100.4,184.6,66.5,56.1,3296,181,3.43,3.27,9,152,5200,17,22,16459,14399,,12.52
nissan,gas,std,four,front,100.4,184.6,66.5,55.1,3060,181,3.43,3.27,9,152,5200,19,25,17199,13499,,21.51
nissan,gas,std,two,front,91.3,170.7,67.9,49.7,3071,181,3.43,3.27,9,160,5200,19,25,16274,17199,,5.68
nissan,gas,turbo,two,front,91.3,170.7,67.9,49.7,3139,181,3.43,3.27,7.8,200,5200,17,23,15399,19699,,27.92
nissan,gas,std,two,front,99.2,178.5,67.9,49.7,3139,181,3.43,3.27,9,160,5200,19,25,15659,18399,,17.50
peugot,gas,std,four,front,107.9,186.7,68.4,56.7,3020,120,3.46,3.19,8.4,97,5000,19,24,16052,11900,,25.87
peugot,diesel,turbo,four,front,107.9,186.7,68.4,56.7,3197,152,3.7,3.52,21,95,4150,28,33,17425,13200,,24.25
peugot,gas,std,four,front,107.9,186.7,68.4,56.7,3075,120,3.46,2.19,8.4,95,5000,19,24,15845,15580,,1.67
peugot,diesel,turbo,four,front,107.9,186.7,68.4,56.7,3252,152,3.7,3.52,21,95,4150,28,33,15575,16900,,8.51
peugot,gas,std,four,front,107.9,186.7,68.4,56.7,3075,120,3.46,3.19,8.4,97,5000,19,24,15582,16630,,6.73
peugot,diesel,turbo,four,front,107.9,186.7,68.4,56.7,3252,152,3.7,3.52,21,95,4150,28,33,15050,17950,,19.27
peugot,gas,turbo,four,front,108,186.7,68.3,56,3130,134,3.61,3.21,7,142,5600,18,24,11900,18150,,52.52
plymouth,gas,std,two,front,93.7,157.3,63.8,50.8,1918,90,2.97,3.23,9.4,68,5500,37,41,7449,5572,,25.20
plymouth,gas,turbo,two,front,93.7,157.3,63.8,50.8,2128,98,3.03,3.39,7.6,102,5500,24,30,7004,7957,,13.61
plymouth,gas,std,four,front,93.7,157.3,63.8,50.6,1967,90,2.97,3.23,9.4,68,5500,31,38,7350,6229,,15.25
plymouth,gas,std,four,front,93.7,167.3,63.8,50.8,1989,90,2.97,3.23,9.4,68,5500,31,38,7257,6692,,7.79
plymouth,gas,std,four,front,93.7,167.3,63.8,50.8,2191,98,2.97,3.23,9.4,68,5500,31,38,7074,7609,,7.56
plymouth,gas,std,four,front,103.3,174.6,64.6,59.8,2535,122,3.35,3.46,8.5,88,5000,24,30,6811,8921,,30.98
saab,gas,std,two,front,99.1,186.6,66.5,56.1,2658,121,3.54,3.07,9.31,110,5250,21,28,14240,11850,,16.78
saab,gas,std,four,front,99.1,186.6,66.5,56.1,2695,121,3.54,3.07,9.3,110,5250,21,28,14133,12170,,13.89
saab,gas,std,two,front,99.1,186.6,66.5,56.1,2707,121,2.54,2.07,9.3,110,5250,21,28,13176,15040,,14.15
saab,gas,std,four,front,99.1,186.6,66.5,56.1,2758,121,3.54,3.07,9.3,110,5250,21,28,13020,15510,,19.12
saab,gas,turbo,two,front,99.1,186.6,66.5,56.1,2808,121,3.54,3.07,9,160,5500,19,26,14638,18150,,23.99
saab,gas,turbo,four,front,99.1,186.6,66.5,56.1,2847,121,3.54,3.07,9,160,5500,19,26,14544,18620,,28.03
subaru,gas,std,two,front,93.7,156.9,63.4,53.7,2050,97,3.62,2.36,9,69,4900,31,36,7708,5118,,33.60
subaru,gas,std,two,front,93.7,157.9,63.6,53.7,2120,108,3.62,2.64,8.7,73,4400,26,31,7689,7053,,8.27
subaru,gas,std,two,front,93.3,157.3,63.8,55.7,2240,108,3.62,2.64,8.7,73,4400,26,31,7414,7603,,2.55
subaru,gas,std,four,front,97.2,172,65.4,52.5,2145,108,3.62,2.64,9.5,82,4800,32,37,8709,7126,,18.18
subaru,gas,std,four,front,97.2,172,65.4,52.5,2190,108,3.62,2.64,9.5,82,4400,28,33,7328,7775,,6.10
subaru,gas,std,four,front,97.2,172,65.4,52.5,2340,108,3.62,2.64,9,94,5200,26,32,9643,9960,,3.29
subaru,gas,std,four,front,97,172,65.4,54.3,2385,108,3.62,2.64,9,82,4800,24,25,7795,9233,,18.45
subaru,gas,turbo,four,front,97,172,65.4,54.3,2510,108,3.62,2.64,7.7,111,4800,24,29,9767,11259,,15.28
subaru,gas,std,four,front,97,173.5,65.4,53,2290,108,3.62,2.64,9,82,4800,28,32,9354,7463,,20.22
subaru,gas,std,four,front,97,173.5,65.4,53,2455,108,3.62,2.64,9,94,5200,25,31,10031,10198,,1.66
subaru,gas,std,four,front,96.9,173.6,65.4,54.9,2420,108,3.62,2.64,9,82,4800,23,29,8039,8013,,0.32
subaru,gas,turbo,four,front,96.9,173.6,65.4,54.9,2650,108,3.62,2.64,7.7,111,4800,23,23,10542,11694,,10.93
toyota,gas,std,two,front,95.7,158.7,63.6,54.5,1985,92,3.05,3.03,9,62,4800,35,39,10141,5348,,47.26
toyota,gas,std,two,front,95.7,158.7,63.6,54.5,2040,92,3.05,3.03,9,62,4800,31,38,9976,6338,,36.47
toyota,gas,std,four,front,95.7,158.7,63.6,54.5,2015,92,3.05,3.03,9,62,4800,31,38,9951,6488,,34.80
toyota,gas,std,four,front,95.7,169.7,63.6,59.1,2280,92,3.05,3.03,9,62,4800,31,37,9439,6918,,26.71
toyota,gas,std,four,front,95.7,169.7,63.6,59.1,2290,92,3.05,3.03,9,62,4800,27,32,9439,7898,,16.33
toyota,gas,std,four,front,95.7,169.7,63.6,59.1,3110,92,3.05,3.03,9,62,4800,27,32,11415,8778,,23.10
toyota,gas,std,four,front,95.7,166.3,64.4,53,2081,98,3.19,3.03,9,70,4800,30,37,9701,6938,,28.48
toyota,gas,std,four,front,95.7,166.3,64.4,52.8,2109,98,3.19,3.03,9,70,4800,30,37,9541,7198,,24.56
toyota,diesel,std,four,front,95.7,166.3,64.4,53,2275,110,3.27,3.35,22.5,56,4500,34,36,9876,7898,,20.03
toyota,diesel,std,four,front,95.7,166.3,64.4,52.8,2275,110,3.27,3.35,22.5,56,4500,38,47,9876,7788,,21.14
toyota,gas,std,four,front,95.7,166.3,64.4,53,2094,98,3.19,3.03,9,70,4800,38,47,9541,7738,,18.90
toyota,gas,std,four,front,95.7,166.3,64.4,52.8,2122,98,3.19,3.03,9,70,4800,28,34,9192,8358,,9.07
toyota,gas,std,four,front,95.7,166.3,64.4,52.8,2140,98,3.19,3.03,9,70,4800,28,34,8674,9258,,6.73
toyota,gas,std,two,front,94.5,168.7,64,52.6,2169,98,3.19,3.03,9,70,4800,29,34,7999,8058,,0.74
toyota,gas,std,two,front,94.5,168.7,64,52.6,2204,98,3.19,3.03,9,70,4800,29,34,8709,8238,,5.41
toyota,gas,std,two,front,94.5,168.7,64,52.6,2265,98,3.24,3.08,9.4,112,6600,26,29,14446,9298,,35.64
toyota,gas,std,two,front,94.5,168.7,64,52.6,2300,98,3.24,3.08,9.4,112,6600,26,29,13662,9538,,30.19
toyota,gas,std,two,front,98.4,176.2,65.6,52,2540,146,3.62,3.5,9.3,116,4800,24,30,10763,8449,,21.50
toyota,gas,std,two,front,98.4,176.2,65.6,52,2536,146,3.62,3.5,9.3,116,4800,24,30,10564,9639,,8.76
toyota,gas,std,two,front,98.4,176.2,65.6,52,2551,146,3.62,3.5,9.3,116,4800,24,30,10506,9989,,4.92
toyota,gas,std,two,front,98.4,176.2,65.6,52,2679,146,3.62,3.5,9.3,116,4800,24,30,10856,11199,,3.16
toyota,gas,std,two,front,98.4,176.2,65.6,52,2714,146,3.62,3.5,9.3,116,4800,24,30,9994,11549,,15.56
toyota,gas,std,two,front,98.4,176.2,65.6,53,2975,146,3.62,3.5,9.3,116,4800,24,30,9933,17669,,77.88
toyota,gas,std,four,front,102.4,175.6,66.5,54.9,2326,122,3.31,3.54,8.7,92,4200,29,34,8384,8948,,6.73
toyota,diesel,turbo,four,front,102.4,175.6,66.5,54.9,2480,110,3.27,3.35,22.5,73,4500,30,33,9196,10698,,16.33
toyota,gas,std,four,front,102.4,175.6,66.5,53.9,2414,122,3.31,3.54,8.7,92,4200,27,32,9367,9988,,6.63
toyota,gas,std,four,front,102.4,175.6,66.5,54.9,2414,122,3.31,3.54,8.7,92,4200,27,32,9216,10898,,18.25
toyota,gas,std,four,front,102.4,175.6,66.5,53.9,2458,122,3.31,3.54,8.7,92,4200,27,32,9157,11248,,22.83
toyota,gas,std,two,front,102.9,183.5,67.7,52,2976,171,3.27,3.35,9.3,161,5200,20,24,14533,16558,,13.93
toyota,gas,std,two,front,102.9,183.5,67.7,52,3016,171,3.27,3.35,9.3,161,5200,19,24,14673,15998,,9.03
toyota,gas,std,four,front,104.5,187.8,66.5,54.1,3131,171,3.27,3.35,9.2,156,5200,20,24,16278,15690,,3.61
volkswagen,diesel,std,two,front,97.3,171.7,65.5,55.7,2261,97,3.01,3.4,23,52,4800,37,46,8745,7775,,11.09
volkswagen,gas,std,two,front,97.3,171.7,65.5,55.7,2209,109,3.19,3.4,9,85,5250,27,34,8488,7975,,6.04
volkswagen,diesel,std,four,front,97.3,171.7,65.5,55.7,2264,97,3.01,3.4,23,52,4800,37,46,8635,7995,,7.41
volkswagen,gas,std,four,front,97.3,171.7,65.5,55.7,2212,109,3.19,3.4,9,85,5250,27,34,8444,8195,,2.95
volkswagen,gas,std,four,front,97.3,171.7,65.5,55.7,2275,109,3.19,3.4,9,85,5250,27,34,8384,8495,,1.32
volkswagen,diesel,turbo,four,front,97.3,171.7,65.5,55.7,2319,97,3.01,3.4,23,68,4500,37,42,7775,9495,,22.12
volkswagen,gas,std,four,front,97.3,171.7,65.5,55.7,2300,109,3.19,3.4,10,100,5500,26,32,8661,9995,,15.40
volkswagen,gas,std,two,front,94.5,165.7,64,51.4,2221,109,3.19,3.4,8.5,90,5500,24,29,8665,9980,,15.18
volvo,gas,std,four,front,104.3,188.8,67.2,56.2,2912,141,3.78,3.15,9.5,114,5400,23,28,20855,12940,,37.95
volvo,gas,std,four,front,104.3,188.8,67.2,57.5,3034,141,3.78,3.15,9.5,114,5400,23,28,20775,13415,,35.43
volvo,gas,std,four,front,104.3,188.8,67.2,56.2,2935,141,3.78,3.15,9.5,114,5400,24,28,20347,15985,,21.44
volvo,gas,std,four,front,104.3,188.8,67.2,57.5,3042,141,3.78,3.15,9.5,114,5400,24,28,19266,16515,,14.28
volvo,gas,turbo,four,front,104.3,188.8,67.2,56.2,3045,130,3.62,3.15,7.5,162,5100,17,22,17438,18420,,5.63
volvo,gas,turbo,four,front,104.3,188.8,67.2,57.5,3157,130,3.62,3.15,7.5,162,5100,17,22,19853,18950,,4.55
volvo,gas,std,four,front,109.1,188.8,68.9,55.5,2952,141,3.78,3.15,9.5,114,5400,23,28,20204,16845,,16.63
volvo,gas,turbo,four,front,109.1,188.8,68.8,55.5,3049,141,3.78,3.15,8.7,160,5300,19,25,19837,19045,,3.99
volvo,gas,std,four,front,109.1,188.8,68.9,55.5,3012,173,3.58,2.87,8.8,134,5500,18,23,19561,21485,,9.84
volvo,diesel,turbo,four,front,109.1,188.8,68.9,55.5,3217,145,3.01,3.4,23,106,4800,26,27,18420,22470,,21.99
volvo,gas,turbo,four,front,109.1,188.8,68.9,55.5,3062,141,3.78,3.15,9.5,114,5400,19,25,19266,22625,,17.43
16.32
